trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0.060017399955540895,,0.010806999984197319,5,0.060017399955540895,0.060017399955540895,0.045667999889701605,1.5236345999874175,[-0.21388888888888888],[-0.27870370370370373],[1],[0],[0],[1.476969200070016],[],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
1,0,1,0,1.5710401999531314,,1.5346073999535292,5,1.5710401999531314,1.5710401999531314,0.02972530003171414,3.8193287999602035,[0.1037037037037037],[0.46944444444444444],[1],[0],[0],[2.2562246000161394],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
2,0,2,0,3.8499236999778077,,3.8255289000226185,5,3.8499236999778077,3.8499236999778077,0.01776020007673651,5.119861699989997,[0.028703703703703703],[0.07592592592592592],[1],[0],[0],[1.2769246000098065],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
3,0,3,0,5.184829199919477,,5.127696699928492,10,5.184829199919477,5.184829199919477,0.04309679998550564,6.342214999953285,[-0.23055555555555557],[0.29907407407407405],[1],[0],[0],[1.172531499993056],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
4,0,4,0,6.4085601000115275,,6.347821899922565,10,6.4085601000115275,6.4085601000115275,0.04503240005578846,7.809679599944502,[0.3101851851851852],[-0.021296296296296296],[1],[0],[0],[1.4174666999606416],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
5,0,5,0,7.841627800022252,,7.815513800014742,5,7.841627800022252,7.841627800022252,0.016858500079251826,8.85285219992511,[-0.2574074074074074],[0.1287037037037037],[1],[0],[0],[1.0208105999045074],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
6,0,6,0,8.90967720001936,,8.860350799979642,5,8.90967720001936,8.90967720001936,0.03270330000668764,11.053203399991617,[0.3453703703703704],[-0.33425925925925926],[1],[0],[0],[2.160328899975866],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
7,0,7,0,11.132958599948324,,11.060917899943888,10,11.132958599948324,11.132958599948324,0.05296950007323176,13.109945399919525,[0.34814814814814815],[-0.41203703703703703],[1],[0],[0],[1.9969495999393985],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
8,0,8,0,13.168134699924849,,13.117736199987121,10,13.168134699924849,13.168134699924849,0.03534280008170754,14.441298599937,[0.3074074074074074],[-0.2814814814814815],[1],[0],[0],[1.2890850000549108],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
9,0,9,0,14.485140500008129,,14.448839199962094,5,14.485140500008129,14.485140500008129,0.026909400010481477,15.519089999957941,[0.03611111111111111],[-0.3074074074074074],[1],[0],[0],[1.0443671999964863],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
10,0,10,0,15.556338099995628,,15.526612099958584,5,15.556338099995628,15.556338099995628,0.02039600000716746,17.16848739993293,[0.020370370370370372],[-0.3111111111111111],[1],[0],[0],[1.6222528999205679],[],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
11,0,11,0,17.230963799986057,,17.176183599978685,10,17.230963799986057,17.230963799986057,0.04087719996459782,18.234518999932334,[-0.2212962962962963],[-0.33611111111111114],[1],[0],[0],[1.0184843000024557],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
12,0,12,0,18.30489749996923,,18.24147140001878,10,18.30489749996923,18.30489749996923,0.04397329990752041,19.817944400012493,[0.43425925925925923],[0.11203703703703703],[1],[0],[0],[1.5336120000574738],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
13,0,13,0,19.866186799947172,,19.821958199958317,10,19.866186799947172,19.866186799947172,0.028313899994827807,21.756510499981232,[-0.4361111111111111],[-0.10925925925925926],[1],[0],[0],[1.9065723000094295],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
14,0,14,0,21.784949699998833,,21.75988889997825,5,21.784949699998833,21.784949699998833,0.01508859999012202,23.390690799918957,[-0.37407407407407406],[-0.3398148148148148],[1],[0],[0],[1.6156029999256134],[],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
15,0,15,0,23.479419499984942,,23.398522799951024,10,23.479419499984942,23.479419499984942,0.06374899996444583,24.964345899992622,[0.10462962962962963],[-0.13425925925925927],[1],[0],[0],[1.5033763999817893],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
16,0,16,0,25.011970999999903,,24.970563799957745,5,25.011970999999903,25.011970999999903,0.02940250001847744,26.80168099992443,[0.009259259259259259],[0.4027777777777778],[1],[0],[0],[1.8025603999849409],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
17,0,17,0,26.905247899936512,,26.80939519999083,10,26.905247899936512,26.905247899936512,0.08056749997194856,28.617930299951695,[0.21574074074074073],[-0.1935185185185185],[1],[0],[0],[1.7291722999652848],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
18,0,18,0,28.6475969000021,,28.62233839998953,5,28.6475969000021,28.6475969000021,0.01579649990890175,30.21951079997234,[0.09351851851851851],[-0.4444444444444444],[1],[0],[0],[1.581526800058782],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
19,0,19,0,30.260913499980234,,30.227242599939927,5,30.260913499980234,30.260913499980234,0.02495589992031455,31.51884589996189,[-0.06388888888888888],[-0.3731481481481482],[1],[0],[0],[1.2675902999471873],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
20,0,20,0,31.616378500009887,,31.526568299974315,10,31.616378500009887,31.616378500009887,0.06675750005524606,34.938821799936704,[-0.32592592592592595],[0.4564814814814815],[1],[0],[0],[3.346501599997282],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
21,0,21,0,35.04643109999597,,34.94694779999554,10,35.04643109999597,35.04643109999597,0.08273579995147884,37.38829089992214,[0.3490740740740741],[0.4703703703703704],[1],[0],[0],[2.3597360000712797],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
22,0,22,0,37.462287300033495,,37.395060100010596,10,37.462287300033495,37.462287300033495,0.042263500043191016,39.304450599942356,[-0.4861111111111111],[-0.2462962962962963],[1],[0],[0],[1.868170400033705],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
23,0,23,0,39.33399219997227,,39.309606199967675,5,39.33399219997227,39.33399219997227,0.0154264000011608,41.157586099929176,[0.47129629629629627],[-0.4462962962962963],[1],[0],[0],[1.8328919000923634],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
24,0,24,0,41.19421059999149,,41.16516849992331,5,41.19421059999149,41.19421059999149,0.01983989996369928,42.51740399992559,[-0.4027777777777778],[0.4361111111111111],[1],[0],[0],[1.333495800034143],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
25,0,25,0,42.55371040001046,,42.52466839994304,5,42.55371040001046,42.55371040001046,0.021098900004290044,43.850525700021535,[-0.000925925925925926],[0.362962962962963],[1],[0],[0],[1.3055861999746412],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
26,0,26,0,43.94059579994064,,43.856793600018136,10,43.94059579994064,43.94059579994064,0.05792080005630851,46.48924020002596,[0.3851851851851852],[0.17592592592592593],[1],[0],[0],[2.575103500043042],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
27,0,27,0,46.53961989993695,,46.493690299917944,10,46.53961989993695,46.53961989993695,0.029304899973794818,47.65753019996919,[0.2712962962962963],[0.16296296296296298],[1],[0],[0],[1.1350036999210715],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
28,0,28,0,47.736584799946286,,47.66291439998895,10,47.736584799946286,47.736584799946286,0.05261729995254427,50.27020030003041,[-0.014814814814814815],[-0.03888888888888889],[1],[0],[0],[2.5552394998958334],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
29,0,29,0,50.3015264000278,,50.27509190002456,5,50.3015264000278,50.3015264000278,0.01654660003259778,51.5011040000245,[-0.16111111111111112],[0.19722222222222222],[1],[0],[0],[1.209695199970156],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
30,0,30,0,51.58707809995394,,51.50867869996,10,51.58707809995394,51.58707809995394,0.060530099901370704,53.499622999923304,[0.1925925925925926],[-0.4740740740740741],[1],[0],[0],[1.931523700011894],[],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
31,0,31,0,53.54713249998167,,53.503934799926355,10,53.54713249998167,53.54713249998167,0.028487700037658215,57.36891540000215,[-0.20277777777777778],[0.32037037037037036],[1],[0],[0],[3.8369075000518933],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
32,0,32,0,57.39754629996605,,57.372572700027376,5,57.39754629996605,57.39754629996605,0.01529780006967485,58.866972999996506,[-0.1574074074074074],[-0.007407407407407408],[1],[0],[0],[1.4791102999588475],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
33,0,33,0,58.93655939993914,,58.87475469999481,10,58.93655939993914,58.93655939993914,0.04664389998652041,60.201613800018094,[0.16574074074074074],[0.1527777777777778],[1],[0],[0],[1.2814229000359774],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
34,0,34,0,60.281405100016855,,60.20673420000821,10,60.281405100016855,60.281405100016855,0.05071339989081025,62.23341889993753,[-0.43796296296296294],[-0.21851851851851853],[1],[0],[0],[1.9764841999858618],[],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
35,0,35,0,62.32201080000959,,62.238648999948055,10,62.32201080000959,62.32201080000959,0.05902409995906055,65.3207098999992,[0.4898148148148148],[-0.26296296296296295],[1],[0],[0],[3.0235399999655783],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
36,0,36,0,65.36016479996033,,65.32836219994351,5,65.36016479996033,65.36016479996033,0.023347700014710426,66.3666640999727,[-0.13333333333333333],[0.38333333333333336],[1],[0],[0],[1.0158102000132203],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
37,0,37,0,66.43930059997365,,66.37438990001101,10,66.43930059997365,66.43930059997365,0.047305500018410385,67.37786789995153,[0.28055555555555556],[0.2],[1],[0],[0],[0.9572290000505745],[],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
38,0,38,0,67.43386250000913,,67.38492819992825,10,67.43386250000913,67.43386250000913,0.033187199966050684,68.5945756000001,[0.3055555555555556],[0.2537037037037037],[1],[0],[0],[1.1770963999442756],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
39,0,39,0,68.69960109994281,,68.60179009998683,10,68.69960109994281,68.69960109994281,0.0733602000400424,72.15224919992033,[-0.42407407407407405],[0.05740740740740741],[1],[0],[0],[3.478302999981679],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
40,0,40,0,72.17948459996842,,72.15553460002411,5,72.17948459996842,72.17948459996842,0.014356900006532669,73.75132709997706,[0.18518518518518517],[-0.22777777777777777],[1],[0],[0],[1.5813590999459848],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
41,0,41,0,73.80375580000691,,73.75912569998764,5,73.80375580000691,73.80375580000691,0.03200300002936274,74.93720609997399,[-0.3490740740740741],[0.11296296296296296],[1],[0],[0],[1.1469538999954239],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
42,0,42,0,75.00223699992057,,74.94511470000725,10,75.00223699992057,75.00223699992057,0.04222379997372627,76.34115559991915,[0.125],[-0.11481481481481481],[1],[0],[0],[1.3547856999794021],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
43,0,43,0,76.43394319992512,,76.34853740001563,10,76.43394319992512,76.43394319992512,0.06721779995132238,78.34011240000837,[-0.013888888888888888],[-0.3888888888888889],[1],[0],[0],[1.92525490000844],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
44,0,44,0,78.37260589993093,,78.3459501999896,5,78.37260589993093,78.37260589993093,0.01758089999202639,79.93456480000168,[-0.07685185185185185],[0.44814814814814813],[1],[0],[0],[1.5714636999182403],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
45,0,45,0,80.0259266999783,,79.94255389994942,10,80.0259266999783,80.0259266999783,0.0608187000034377,81.15751910000108,[0.14629629629629629],[0.03888888888888889],[1],[0],[0],[1.155169199919328],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
46,0,46,0,81.20804399996996,,81.16502379998565,5,81.20804399996996,81.20804399996996,0.0271161999553442,82.6826982999919,[0.06666666666666667],[0.45092592592592595],[1],[0],[0],[1.4914644999662414],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
47,0,47,0,82.76148729992565,,82.69043529999908,10,82.76148729992565,82.76148729992565,0.04415490000974387,86.2277410000097,[0.48703703703703705],[-0.33240740740740743],[1],[0],[0],[3.4941704999655485],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
48,0,48,0,86.30041899997741,,86.23516689997632,5,86.30041899997741,86.30041899997741,0.05085589992813766,87.88235390000045,[0.38333333333333336],[0.15555555555555556],[1],[0],[0],[1.5971993999555707],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
49,0,49,0,87.94940809998661,,87.89022279996425,10,87.94940809998661,87.94940809998661,0.04255699994973838,90.28978999995161,[0.05092592592592592],[-0.05462962962962963],[1],[0],[0],[2.3581750000594184],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
50,0,50,0,90.34884470002726,,90.29388509993441,5,90.34884470002726,90.34884470002726,0.044659200008027256,91.38297199993394,[0.06851851851851852],[0.1287037037037037],[1],[0],[0],[1.04462760000024],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
51,0,51,0,91.43502590002026,,91.39073149999604,5,91.43502590002026,91.43502590002026,0.03338670008815825,92.4987901999848,[-0.3194444444444444],[-0.03888888888888889],[1],[0],[0],[1.0756682999199256],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
52,0,52,0,92.55111899995245,,92.506908499985,5,92.55111899995245,92.55111899995245,0.03325929993297905,93.97078319999855,[0.35462962962962963],[0.02962962962962963],[1],[0],[0],[1.4318115999922156],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
53,0,53,0,94.01780349994078,,93.97839820000809,5,94.01780349994078,94.01780349994078,0.025326400063931942,95.13091339997482,[0.15092592592592594],[0.05277777777777778],[1],[0],[0],[1.128315499983728],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
54,0,54,0,95.16250869992655,,95.13443939993158,5,95.16250869992655,95.16250869992655,0.017186000011861324,96.78128699993249,[0.053703703703703705],[-0.29907407407407405],[1],[0],[0],[1.6296934999991208],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
55,0,55,0,96.85200770001393,,96.78909889992792,10,96.85200770001393,96.85200770001393,0.048979399958625436,98.5323606999591,[-0.08981481481481482],[-0.05462962962962963],[1],[0],[0],[1.6955362999578938],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
56,0,56,0,98.62210449995473,,98.53595509997103,10,98.62210449995473,98.62210449995473,0.06507010001223534,99.86517969996203,[-0.22037037037037038],[0.275],[1],[0],[0],[1.2644155999878421],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
57,0,57,0,99.89249629992992,,99.86844350001775,5,99.89249629992992,99.89249629992992,0.014200599980540574,101.06517369998619,[0.4185185185185185],[-0.046296296296296294],[1],[0],[0],[1.182486500008963],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
58,0,58,0,101.1371810999699,,101.07255649997387,10,101.1371810999699,101.1371810999699,0.050015600048936903,102.32068320002872,[0.08981481481481482],[0.39351851851851855],[1],[0],[0],[1.1991607999661937],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
59,0,59,0,102.41199229995254,,102.32813049992546,10,102.41199229995254,102.41199229995254,0.05707920005079359,104.25806929997634,[0.3296296296296296],[-0.36666666666666664],[1],[0],[0],[1.873784999945201],[],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
60,0,60,0,104.35900659998879,,104.26554900000338,10,104.35900659998879,104.35900659998879,0.07678189990110695,106.13148490001913,[-0.4166666666666667],[0.41574074074074074],[1],[0],[0],[1.790282899979502],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
61,0,61,0,106.17706929997075,,106.13655850000214,5,106.17706929997075,106.17706929997075,0.02955980005208403,108.61463939992245,[0.06388888888888888],[-0.45],[1],[0],[0],[2.448795000091195],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
62,0,62,0,108.65059909992851,,108.62194570002612,5,108.65059909992851,108.65059909992851,0.019804400042630732,110.16769839997869,[0.17407407407407408],[-0.17037037037037037],[1],[0],[0],[1.5265865999972448],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
63,0,63,0,110.23635080002714,,110.1757105999859,10,110.23635080002714,110.23635080002714,0.045666899997740984,112.95718389993999,[-0.011111111111111112],[-0.2490740740740741],[1],[0],[0],[2.736977700027637],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
64,0,64,0,113.00494120002259,,112.96138490003068,10,113.00494120002259,113.00494120002259,0.029120299965143204,114.61435970000457,[-0.04537037037037037],[0.17777777777777778],[1],[0],[0],[1.6240094000240788],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
65,0,65,0,114.66667690000031,,114.62213469995186,5,114.66667690000031,114.66667690000031,0.03276119998190552,116.09765359992161,[-0.08611111111111111],[0.04814814814814815],[1],[0],[0],[1.4436872999649495],['target'],590460,001,2024-10-10_19h35.56.830,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h36.09.023322 +0530,
